Index,Producer,Wine Name,Year,Price,Size (ml),Score,Link
1745,ADELSHEIM,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2009,68.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/312893
1746,ADELSHEIM,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2008,68.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290612
1747,ADELSHEIM,Pinot Noir Eola-Amity Hills Zenith Vineyard,2013,105.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/410596
1748,ADELSHEIM,Pinot Noir Ribbon Ridge Ribbon Springs Vineyard,2010,68.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/335901
1749,ADELSHEIM,Pinot Noir Ribbon Ridge Ribbon Springs Vineyard,2009,68.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/312894
1750,ADELSHEIM,Pinot Noir Willamette Valley,2017,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/463708
1751,ADELSHEIM,Pinot Noir Willamette Valley,2015,32.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/440507
1752,ADELSHEIM,Pinot Noir Willamette Valley Elizabeth's Reserve,2010,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/336456
1753,ADELSHEIM,Pinot Noir Yamhill County Calkins Lane Vineyard,2002,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/141294
1754,ADELSHEIM,Pinot Noir Yamhill County Ribbon Springs Vineyard,2003,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/156186
1755,ALCHEMIST,Pinot Noir Willamette Valley,2015,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/441015
1756,ALCHEMY WINE PRODUCTIONS,Pinot Noir Willamette Valley Edwin Dyer,2011,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/357802
1757,ALEXANA,Chardonnay Willamette Valley,2012,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379792
1758,ALEXANA,Chardonnay Willamette Valley Signature,2013,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405918
1759,ALEXANA,Chardonnay Willamette Valley Terroir Series,2016,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1236440
1760,ALEXANA,Pinot Noir Dundee Hills Black Label Estate Revana Vineyard,2012,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379868
1761,ALEXANA,Pinot Noir Dundee Hills East Blocks Volcanic Soils,2015,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/447502
1762,ALEXANA,Pinot Noir Dundee Hills Revana Vineyard,2009,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/311014
1763,ALEXANA,Pinot Noir Dundee Hills Revana Vineyard,2007,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/272328
1764,ALEXANA,Pinot Noir Dundee Hills Revana Vineyard East Blocks - Volcanic Soils,2014,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/416032
1765,ALEXANA,Pinot Noir Dundee Hills Revana Vineyard Single Clone Pommard,2014,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/416033
1766,ALEXANA,Pinot Noir Dundee Hills Signature,2013,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405919
1767,ALEXANA,Pinot Noir Dundee Hills West Blocks - Sedimentary Soils,2015,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/447281
1768,ALEXANA,Pinot Noir Dundee Hills West Blocks - Sedimentary Soils,2013,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405920
1769,ALEXANA,Pinot Noir Eola-Amity Hills Zena Crown Vineyard,2017,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244832
1770,ALEXANA,Pinot Noir Willamette Valley Signature,2009,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/311015
1771,ALEXANA,Pinot Noir Yamhill-Carlton District Fennwood Vineyard,2015,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/444154
1772,ALEXANA,Pinot Noir Yamhill-Carlton Fennwood Vineyard,2017,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244849
1773,ALLORO,Pinot Noir Chehalem Mountains,2016,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245560
1774,AMITY,Pinot Noir Willamette Valley,2014,25.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/426491
1775,AMITY,Pinot Noir Willamette Valley Crannell Single Vineyard,2008,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/294485
1776,ANAM CARA CELLARS,Pinot Noir Chehalem Mountains Nicholas Vineyard Wädenswil,2012,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405921
1777,ANAM CARA CELLARS,Pinot Noir Chehalem Mountains Reserve,2006,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251184
1778,ANAM CARA CELLARS,Pinot Noir Chehalem Mountains Reserve Estate,2012,46.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379869
1779,ANAM CARA CELLARS,Riesling Chehalem Mountains Dry Nicholas Estate,2011,22.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/351811
1780,ANCIEN,Pinot Noir Oregon Shea Vineyard,2010,58.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/357145
1781,ANDREW RICH,Gewürztraminer Oregon Les Vigneaux,1998,18.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/83395
1782,ANDREW RICH,Gewürztraminer Washington-Oregon,2008,24.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/310952
1783,ANDREW RICH,Gewürztraminer Washington-Oregon,2003,22.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/160456
1784,ANDREW RICH,Gewürztraminer Willamette Valley Les Vigneaux,2002,20.00,375,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/146585
1785,ANDREW RICH,Pinot Noir Willamette Valley Marine Sedimentary,2016,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239058
1786,ANDREW RICH,Pinot Noir Willamette Valley Prelude,2017,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1267747
1787,ANDREW RICH,Pinot Noir Willamette Valley Prelude,2016,25.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1231751
1788,ANDREW RICH,Pinot Noir Willamette Valley Prelude,2012,23.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379768
1789,ANDREW RICH,Pinot Noir Willamette Valley Prelude,2010,22.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/336612
1790,ANDREW RICH,Pinot Noir Willamette Valley Prelude,2009,22.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/312895
1791,ANDREW RICH,Pinot Noir Willamette Valley Reserve,2006,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/267775
1792,ANDREW'S VAT,Pinot Noir Willamette Valley,2006,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/243328
1793,ANGELA,Pinot Noir Yamhill-Carlton District Abbott Claim,2013,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405922
1794,ANGELA,Pinot Noir Yamhill-Carlton District Abbott Claim,2012,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379769
1795,ANNE AMIE,Pinot Noir Chehalem Mountains Twelve Oaks Estate,2014,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427254
1796,ANNE AMIE,Pinot Noir Willamette Valley Prismé Blanc,2007,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/284458
1797,ANNE AMIE,Pinot Noir Willamette Valley Two Estates,2017,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1238591
1798,ANNE AMIE,Pinot Noir Yamhill-Carlton District Prismé Blanc,2010,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/350509
1799,ANTICA TERRA,Chardonnay Willamette Valley Aequorin,2016,125.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/463097
1800,ANTICA TERRA,Chardonnay Willamette Valley Aurata,2016,110.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1246284
1801,ANTICA TERRA,Pinot Noir Eola-Amity Hills Antikythera,2015,150.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/463711
1802,ANTICA TERRA,Pinot Noir Willamette Valley Botanica,2014,90.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427255
1803,ANTICA TERRA,Pinot Noir Willamette Valley Rosé Angelicall,2013,90.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/406407
1804,ANTICA TERRA,Pinot Noir Willamette Valley Rosé Angelicall,2012,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380218
1805,ANTICA TERRA,Rosé Angelicall Willamette Valley,2014,90.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/426492
1806,ANTIQUUM FARM,Pinot Noir Willamette Valley Juel,2013,37.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405923
1807,ANTIQUUM FARM,Pinot Noir Willamette Valley Juel,2012,37.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/378341
1808,ANTIQUUM FARM,Pinot Noir Willamette Valley Passiflora,2012,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379793
1809,ARBOR BROOK,Pinot Noir Chehalem Mountains Estate 777 Block,2006,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251185
1810,ARBOR BROOK,Pinot Noir Chehalem Mountains Heritage Cuvée,2015,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/448132
1811,ARBOR BROOK,Pinot Noir Chehalem Mountains Heritage Cuvée,2009,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/311009
1812,ARBOR BROOK,Pinot Noir Chehalem Mountains Origin 1866,2015,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/448133
1813,ARBOR BROOK,Pinot Noir Chehalem Mountains Origin 1866,2013,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405924
1814,ARBOR BROOK,Pinot Noir Chehalem Mountains Origin 1866,2011,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/359806
1815,ARBOR BROOK,Pinot Noir Willamette Valley Heritage Cuvée,2008,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/292440
1816,ARCHERY SUMMIT,Chardonnay Dundee Hills,2017,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244543
1817,ARCHERY SUMMIT,Pinot Gris Dundee Hills Ab Ovo,2013,48.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380219
1818,ARCHERY SUMMIT,Pinot Noir Dundee Hills,2017,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1241729
1819,ARCHERY SUMMIT,Pinot Noir Dundee Hills Archer's Edge Estate,2011,85.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/357882
1820,ARCHERY SUMMIT,Pinot Noir Dundee Hills Archery Summit Estate,2012,150.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380220
1821,ARCHERY SUMMIT,Pinot Noir Dundee Hills Archery Summit Estate,2011,150.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/357883
1822,ARCHERY SUMMIT,Pinot Noir Dundee Hills Arcus Estate,2012,100.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380221
1823,ARCHERY SUMMIT,Pinot Noir Dundee Hills Arcus Estate,2011,100.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/357884
1824,ARCHERY SUMMIT,Pinot Noir Dundee Hills Arcus Vineyard,2015,125.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/456386
1825,ARCHERY SUMMIT,Pinot Noir Dundee Hills Red Hills Estate,2010,85.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/333746
1826,ARCHERY SUMMIT,Pinot Noir Dundee Hills Red Hills Estate,2006,85.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251186
1827,ARCHERY SUMMIT,Pinot Noir Dundee Hills Red Hills Vineyard,2017,100.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244541
1828,ARCHERY SUMMIT,Pinot Noir Dundee Hills Summit Vineyard,2016,150.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/463712
1829,ARCHERY SUMMIT,Pinot Noir Dundee Hills Whole Cluster Cuvée,2014,85.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/424207
1830,ARCHERY SUMMIT,Pinot Noir Oregon Arcus Estate,1995,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/51220
1831,ARCHERY SUMMIT,Pinot Noir Oregon Premier Cuvée,1994,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/40441
1832,ARCHERY SUMMIT,Pinot Noir Oregon Red Hills Estate,2001,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/141302
1833,ARCHERY SUMMIT,Pinot Noir Oregon Red Hills Estate,1998,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/88908
1834,ARCHERY SUMMIT,Pinot Noir Willamette Valley Premier Cuvée,2014,54.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/424208
1835,ARCHERY SUMMIT,Pinot Noir Willamette Valley Renegade Ridge Estate,2003,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/205113
1836,ARGYLE,Blanc de Blancs Dundee Hills Knudsen Vineyard Julia Lee's Block,2006,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/289637
1837,ARGYLE,Blanc de Blancs Willamette Valley Knudsen Vineyard Julia Lee's Block,1995,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/75912
1838,ARGYLE,Brut Dundee Hills Knudsen Vineyard,2011,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/412502
1839,ARGYLE,Brut Dundee Hills Knudsen Vineyard,2008,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/345342
1840,ARGYLE,Brut Dundee Hills Knudsen Vineyard,2007,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/310821
1841,ARGYLE,Brut Dundee Hills Knudsen Vineyard,2000,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/252577
1842,ARGYLE,Brut Dundee Hills Knudsen Vineyard,1999,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/230640
1843,ARGYLE,Brut Dundee Hills Knudsen Vineyard Artisan Series,2015,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244551
1844,ARGYLE,Brut Rosé Dundee Hills,2010,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/365534
1845,ARGYLE,Brut Rosé Willamette Valley,2011,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/409451
1846,ARGYLE,Brut Rosé Willamette Valley Artisan Series,2013,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/445806
1847,ARGYLE,Brut Willamette Valley,1999,21.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/149153
1848,ARGYLE,Brut Willamette Valley,1993,20.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/55373
1849,ARGYLE,Brut Willamette Valley Extended Tirage Master Series,2007,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/445953
1850,ARGYLE,Brut Willamette Valley Knudsen Vineyard,1998,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/164880
1851,ARGYLE,Brut Willamette Valley Vintage,2014,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/450595
1852,ARGYLE,Brut Willamette Valley Vintage Grower Series,2016,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269894
1853,ARGYLE,Chardonnay Dundee Hills Spirithouse,2006,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/251187
1854,ARGYLE,Chardonnay Dundee Hills Spirithouse Master Series,2016,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/461567
1855,ARGYLE,Chardonnay Eola-Amity Hills Nuthouse Master Series,2016,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/461568
1856,ARGYLE,Chardonnay Eola-Amity Hills Nuthouse Reserve Series,2011,33.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380222
1857,ARGYLE,Chardonnay Willamette Valley,2002,13.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/155969
1858,ARGYLE,Chardonnay Willamette Valley Nuthouse,2013,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405914
1859,ARGYLE,Chardonnay Willamette Valley Nuthouse,2005,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/230688
1860,ARGYLE,Chardonnay Willamette Valley Nuthouse,2000,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/126995
1861,ARGYLE,Chardonnay Willamette Valley Nuthouse,1999,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/102843
1862,ARGYLE,Chardonnay Willamette Valley Nuthouse,1998,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/91274
1863,ARGYLE,Chardonnay Willamette Valley Reserve,1997,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/80211
1864,ARGYLE,Chardonnay Willamette Valley Reserve,1995,20.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/65202
1865,ARGYLE,Extended Tirage Willamette Valley,1996,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/211485
1866,ARGYLE,Pinot Noir Dundee Hills Cowhouse Master Series,2014,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/427256
1867,ARGYLE,Pinot Noir Dundee Hills Spirithouse,2009,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/331822
1868,ARGYLE,Pinot Noir Dundee Hills Spirithouse Master Series,2017,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244546
1869,ARGYLE,Pinot Noir Dundee Hills Spirithouse Master Series Knudsen Vineyard,2012,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/380223
1870,ARGYLE,Pinot Noir Eola-Amity Hills Nuthouse,2009,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/310824
1871,ARGYLE,Pinot Noir Eola-Amity Hills Nuthouse Master Series,2018,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1272432
1872,ARGYLE,Pinot Noir Eola-Amity Hills Nuthouse Master Series,2016,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/461569
1873,ARGYLE,Pinot Noir Eola-Amity Hills Nuthouse Master Series,2014,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425572
1874,ARGYLE,Pinot Noir Willamette Valley Artisan Series Reserve,2017,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244545
1875,ARGYLE,Pinot Noir Willamette Valley Clubhouse,1999,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/107099
1876,ARGYLE,Pinot Noir Willamette Valley Nuthouse,2001,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/136228
1877,ARGYLE,Pinot Noir Willamette Valley Reserve,2009,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/310880
1878,ARGYLE,Pinot Noir Willamette Valley Reserve,2008,40.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290278
1879,ARGYLE,Pinot Noir Willamette Valley Reserve,2005,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/230706
1880,ARGYLE,Pinot Noir Willamette Valley Reserve,2002,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/152991
1881,ARGYLE,Pinot Noir Willamette Valley Reserve,2001,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/136229
1882,ARGYLE,Pinot Noir Willamette Valley Reserve,2000,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/118355
1883,ARGYLE,Pinot Noir Willamette Valley Reserve,1999,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/99016
1884,ARGYLE,Pinot Noir Willamette Valley Spirithouse,2000,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/120447
1885,ARGYLE,Pinot Noir Willamette Valley Spirithouse,1998,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/254358
1886,ARGYLE,Riesling Eola-Amity Hills Nuthouse Master Series,2014,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425573
1887,ARTERBERRY MARESH,Chardonnay Dundee Hills Dux Vineyard,2017,49.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245260
1888,ARTERBERRY MARESH,Chardonnay Dundee Hills Maresh Vineyard,2015,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243116
1889,ARTERBERRY MARESH,Pinot Noir Dundee Hills,2017,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1234341
1890,ARTERBERRY MARESH,Pinot Noir Dundee Hills Maresh,2017,69.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245261
1891,ARTERBERRY MARESH,Pinot Noir Dundee Hills Old Vines,2017,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1234340
1892,ARTISANAL,Pinot Noir Chehalem Mountains Adams Vineyard,2008,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/290779
1893,ARTISANAL,Pinot Noir Chehalem Mountains Adams Vineyard Reserve,2008,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/313536
1894,ARTISANAL,Pinot Noir Eola-Amity Hills Dukes Family Vineyards,2010,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/335245
1895,ARTISANAL,Pinot Noir Willamette Valley Craftsman Cuvée,2012,28.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405925
1896,ATTICUS,Pinot Noir Yamhill-Carlton District Atticus Vineyard,2012,46.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/379770
1897,ATTICUS,Pinot Noir Yamhill-Carlton District Atticus Vineyard,2008,42.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/292441
1898,AUBICHON,Chardonnay Willamette Valley,2015,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/442620
1899,AUBICHON,Chardonnay Willamette Valley,2014,35.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/416034
1900,AUBICHON,Pinot Noir Willamette Valley,2012,37.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/394717
1901,AUBICHON,Pinot Noir Willamette Valley,2009,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/300974
1902,AUBICHON,Pinot Noir Willamette Valley Reserve,2014,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/416035
1903,AUBICHON,Pinot Noir Willamette Valley Reserve,2009,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/311002
1904,AUTHENTIQUE,Chardonnay Eola-Amity Hills Keeler Estate Vineyard,2012,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/397862
1905,AUTHENTIQUE,Pinot Noir Eola-Amity Hills Keeler Estate Vineyard,2016,65.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1228891
1906,AUTHENTIQUE,Pinot Noir Eola-Amity Hills Keeler Estate Vineyard,2014,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425574
1907,AUTHENTIQUE,Pinot Noir Eola-Amity Hills Keeler Estate Vineyard,2013,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/397231
1908,AYOUB,Pinot Noir Dundee Hills,2007,52.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/272329
1909,AYOUB,Pinot Noir Dundee Hills ??? Vineyards,2016,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/463025
1910,AYOUB,Pinot Noir Dundee Hills ??? Vineyards,2015,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/443651
1911,AYOUB,Pinot Noir Dundee Hills ??? Vineyards,2013,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/405926
1912,AYOUB,Pinot Noir Dundee Hills Murto Vineyard,2010,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/331826
1913,AYOUB,Pinot Noir Dundee Hills Overlook Vineyard,2014,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/425575
1914,AYOUB,Pinot Noir McMinnville Brittan Vineyard,2010,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/331827
1915,AYOUB,Pinot Noir McMinnville Brittan Vineyard,2009,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/312901
1916,AYOUB,Pinot Noir Willamette Valley Memoirs,2016,39.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/462306
1917,BATTLE CREEK,Pinot Noir Willamette Valley Reserve,2018,38.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1268817
1918,BEACON HILL,Chardonnay Yamhill-Carlton District Beacon Hill Vineyard,2017,36.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1234485
1919,BEACON HILL,Pinot Noir Dundee Hills La Colina Vineyard,2017,55.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/1234484
1920,BEAUX FRÈRES,Pinot Noir Ribbon Ridge The Upper Terrace,2007,90.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/267177
1921,BEAUX FRÈRES,Pinot Noir Willamette Valley,2014,60.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/420791
1922,BEAUX FRÈRES,Pinot Noir Willamette Valley,2010,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/324346
1923,BEAUX FRÈRES,Pinot Noir Willamette Valley,2006,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/241223
1924,BEAUX FRÈRES,Pinot Noir Willamette Valley,1992,34.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/29684
1925,BEAUX FRÈRES,Pinot Noir Willamette Valley Belles Soeurs,2004,45.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/205116
1926,BEAUX FRÈRES,Pinot Noir Willamette Valley The Upper Terrace,2002,75.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/141308
1927,BEAUX FRÈRES,Pinot Noir Yamhill County The Beaux Frères Vineyard,1996,50.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/61316
1928,BELLA VIDA,Pinot Noir Dundee Hills Tardy,2006,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/253308
1929,BELLE PENTE,Chardonnay Willamette Valley Reserve,1998,30.00,750,91.00,https://www.winespectator.com/wine/detail/source/search/note_id/94422
