Index,Title,Producer,Region,AVA,Year,Rating,Price,Review,Links
7368,Winter's Hill 2017 Reserve Pinot Blanc (Dundee Hills),Winter's Hill,WILLAMETTE VALLEY,Dundee Hills,2017,90,29,"Entirely barrel fermented, this generous, flavorful wine is built upon apple and ...",https://www.winemag.com/buying-guide/winters-hill-2017-reserve-pinot-blanc-dundee-hills/
7369,Reustle 2017 Estate Selection Tempranillo (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2017,88,29,"A pretty purple-garnet color, this is done in a lighter style, with ...",https://www.winemag.com/buying-guide/reustle-2017-estate-selection-tempranillo-umpqua-valley/
7370,King Estate 2017 Pinot Noir (Willamette Valley),King Estate,WILLAMETTE VALLEY,Willamette Valley,2017,86,29,"King Estate produces a wide variety of limited, single vineyard Pinot Noirs. ...",https://www.winemag.com/buying-guide/king-estate-2017-pinot-noir-willamette-valley/
7371,J. Scott Cellars 2015 Grenache (Rogue Valley),J. Scott Cellars,SOUTHERN OREGON,Rogue Valley,2015,91,29,There's nothing shy about Jonathan Oberlander's red wines. This explosive Grenache is ...,https://www.winemag.com/buying-guide/j-scott-cellars-2015-grenache-rogue-valley/
7372,Diamondback 2017 Celtic Moon Sauvignon Blanc (Rogue Valley),Diamondback,SOUTHERN OREGON,Rogue Valley,2017,90,29,"This is Sauv Blanc vinified more like Chardonnay, It was barrel fermented ...",https://www.winemag.com/buying-guide/diamondback-2017-celtic-moon-sauvignon-blanc-rogue-valley/
7373,Elk Cove 2016 Estate Pinot Noir (Willamette Valley),Elk Cove,WILLAMETTE VALLEY,Willamette Valley,2016,90,29,"A lovely, fruit-packed wine, this is made in a forward, friendly style ...",https://www.winemag.com/buying-guide/elk-cove-2016-estate-pinot-noir-willamette-valley/
7374,Ransom 2014 Selection Pinot Noir (Willamette Valley),Ransom,WILLAMETTE VALLEY,Willamette Valley,2014,88,29,"Rhubarb, watermelon, strawberry and lemon peel flavors carry this wine, a lightly ...",https://www.winemag.com/buying-guide/ransom-2014-selection-pinot-noir-willamette-valley/
7375,Coelho 2017 Apreciação Chardonnay (Willamette Valley),Coelho,WILLAMETTE VALLEY,Willamette Valley,2017,85,29,"Oaky and rough, this estate-grown wine is also low in alcohol and ...",https://www.winemag.com/buying-guide/coelho-2017-apreciacao-chardonnay-willamette-valley/
7376,Sweet Cheeks 2017 Vintage Pinot Noir (Willamette Valley),Sweet Cheeks,WILLAMETTE VALLEY,Willamette Valley,2017,85,29,"The first and most widely available of the winery's 2017s, this is ...",https://www.winemag.com/buying-guide/sweet-cheeks-2017-vintage-pinot-noir-willamette-valley/
7377,StoneRiver 2016 Amaranthine Tempranillo (Rogue Valley),StoneRiver,SOUTHERN OREGON,Rogue Valley,2016,86,29,"Quite dark in color and tone, this leathery wine mutes its black ...",https://www.winemag.com/buying-guide/stoneriver-2016-amaranthine-tempranillo-rogue-valley/
7378,StoneRiver 2017 Amaranthine Tempranillo (Rogue Valley),StoneRiver,SOUTHERN OREGON,Rogue Valley,2017,85,29,"This has an odd, candied character, both in the nose and on ...",https://www.winemag.com/buying-guide/stoneriver-2017-amaranthine-tempranillo-rogue-valley/
7379,Patricia Green Cellars 2017 Estate Vineyard Sauvignon Blanc (Ribbon Ridge),Patricia Green Cellars,WILLAMETTE VALLEY,Ribbon Ridge,2017,93,29,"A stellar example of the variety, this is sourced from 1990 plantings ...",https://www.winemag.com/buying-guide/patricia-green-cellars-2017-estate-vineyard-sauvignon-blanc-ribbon-ridge/
7380,Brick House 2017 Gamay Noir (Ribbon Ridge),Brick House,WILLAMETTE VALLEY,Ribbon Ridge,2017,91,29,"The winery continues to explore and improve its Gamays, this one a ...",https://www.winemag.com/buying-guide/brick-house-2017-gamay-noir-ribbon-ridge/
7381,Sarver 2016 Elhanan Vineyard Pinot Noir (Willamette Valley),Sarver,WILLAMETTE VALLEY,Willamette Valley,2016,91,29,"Solid winemaking distinguishes this effort, a balanced mix of cherry fruit, tobacco ...",https://www.winemag.com/buying-guide/sarver-2016-elhanan-vineyard-pinot-noir-willamette-valley-310496/
7382,Jaxon 2016 Tradición Red (Rogue Valley),Jaxon,SOUTHERN OREGON,Rogue Valley,2016,89,29,"The blend is half Grenache, half Tempranillo, and hews to a Spanish-influenced ...",https://www.winemag.com/buying-guide/jaxon-2016-tradicion-red-rogue-valley-310450/
7383,Panache Cellars 2016 One Heart Vineyard Pinot Noir (Willamette Valley),Panache Cellars,WILLAMETTE VALLEY,Willamette Valley,2016,89,29,Excellent fruit brings rich blackberry and black-cherry flavors front and center. There's ...,https://www.winemag.com/buying-guide/panache-cellars-2016-one-heart-vineyard-pinot-noir-willamette-valley/
7384,Björnson 2015 Estate Pinot Noir (Eola-Amity Hills),Björnson,WILLAMETTE VALLEY,Eola-Amity Hills,2015,87,29,Here the fruit is so lightly ripened that salmonberries come to mind—a ...,https://www.winemag.com/buying-guide/bjornson-2015-estate-pinot-noir-eola-amity-hills/
7385,King Estate 2017 Domaine Pinot Gris (Willamette Valley),King Estate,WILLAMETTE VALLEY,Willamette Valley,2017,92,29,"A leader in Oregon Pinot Gris, King Estate nails this mid-priced entry. ...",https://www.winemag.com/buying-guide/king-estate-2017-domaine-pinot-gris-willamette-valley-302182/
7386,Sidecar 2016 Off the Wagon Red (Rogue Valley),Sidecar,SOUTHERN OREGON,Rogue Valley,2016,90,29,"Produced and bottled by Aberrant Cellars, this Southern Oregon Bordeaux-style blend is ...",https://www.winemag.com/buying-guide/sidecar-2016-off-the-wagon-red-rogue-valley/
7387,Sidecar 2016 Off the Wagon Red (Rogue Valley),Sidecar,SOUTHERN OREGON,Rogue Valley,2016,90,29,"Produced and bottled by Aberrant Cellars, this Southern Oregon Bordeaux-style blend is ...",https://www.winemag.com/buying-guide/sidecar-2016-off-the-wagon-red-rogue-valley/
7388,Abacela 2015 Garnacha (Umpqua Valley),Abacela,SOUTHERN OREGON,Umpqua Valley,2015,89,29,"The winery has dropped “Barrel Select” from the label, but this remains ...",https://www.winemag.com/buying-guide/abacela-2015-garnacha-umpqua-valley/
7389,Aberrant Cellars 2016 Confero Pinot Noir (Willamette Valley),Aberrant Cellars,WILLAMETTE VALLEY,Willamette Valley,2016,89,29,This young wine needs a bit more time to soften up the ...,https://www.winemag.com/buying-guide/aberrant-cellars-2016-confero-pinot-noir-willamette-valley/
7390,Patricia Green Cellars 2016 Estate Vineyard Sauvignon Blanc (Ribbon Ridge),Patricia Green Cellars,WILLAMETTE VALLEY,Ribbon Ridge,2016,94,29,"These vines, planted in 1990, are the oldest for this variety in ...",https://www.winemag.com/buying-guide/patricia-green-cellars-2016-estate-vineyard-sauvignon-blanc-ribbon-ridge/
7391,King Estate 2016 Pinot Noir (Willamette Valley),King Estate,WILLAMETTE VALLEY,Willamette Valley,2016,91,29,"This is a sleek, subtle and savory wine. Tangy black raspberry and ...",https://www.winemag.com/buying-guide/king-estate-2016-pinot-noir-willamette-valley/
7392,Reustle 2015 Timnah Bloc Tempranillo (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2015,88,29,"This is a good example of southern Oregon Tempranillo, with light pomegranate ...",https://www.winemag.com/buying-guide/reustle-2015-timnah-bloc-tempranillo-umpqua-valley/
7393,Sweet Cheeks 2016 Pinot Noir (Willamette Valley),Sweet Cheeks,WILLAMETTE VALLEY,Willamette Valley,2016,88,29,"Soft and supple, this blends light berry fruit with butterscotch and chocolate ...",https://www.winemag.com/buying-guide/sweet-cheeks-2016-pinot-noir-willamette-valley/
7394,Joleté 2016 Pinot Noir (Willamette Valley),Joleté,WILLAMETTE VALLEY,Willamette Valley,2016,91,29,"Rich black fruit flavors anchor this excellent wine, which accents its brambly ...",https://www.winemag.com/buying-guide/jolete-2016-pinot-noir-willamette-valley/
7395,Winter's Hill 2016 Reserve Pinot Blanc (Dundee Hills),Winter's Hill,WILLAMETTE VALLEY,Dundee Hills,2016,90,29,"The steely, crisp fruit has been softened up a bit by barrel ...",https://www.winemag.com/buying-guide/winters-hill-2016-reserve-pinot-blanc-dundee-hills/
7396,Winter's Hill 2016 Reserve Pinot Gris (Dundee Hills),Winter's Hill,WILLAMETTE VALLEY,Dundee Hills,2016,90,29,This is a block selection and the highest level effort of the ...,https://www.winemag.com/buying-guide/winters-hill-2016-reserve-pinot-gris-dundee-hills/
7397,Marshall Davis 2015 Beacon Hill Vineyard Pinot Noir (Yamhill-Carlton),Marshall Davis,WILLAMETTE VALLEY,Yamhill-Carlton,2015,90,29,"The fruit flavors in this young wine are fresh and forward, suggesting ...",https://www.winemag.com/buying-guide/marshall-davis-2015-beacon-hill-vineyard-pinot-noir/
7398,Vincent Wine Company 2015 Chardonnay (Willamette Valley),Vincent Wine Company,WILLAMETTE VALLEY,Willamette Valley,2015,88,29,This barrel-fermented wine shows its youth through its edgy texture and just-ripe ...,https://www.winemag.com/buying-guide/vincent-wine-company-2015-chardonnay-willamette-valley/
7399,King Estate 2016 Domaine Pinot Gris (Willamette Valley),King Estate,WILLAMETTE VALLEY,Willamette Valley,2016,92,29,"Sophisticated and complex, this brings well-structured layers of citrus juice, flesh and ...",https://www.winemag.com/buying-guide/king-estate-2016-domaine-pinot-gris-willamette-valley/
7400,Aberrant Cellars 2015 Confero Pinot Noir (Willamette Valley),Aberrant Cellars,WILLAMETTE VALLEY,Willamette Valley,2015,91,29,"Consistent with the 2014 Confero, this blends multiple clones from five different ...",https://www.winemag.com/buying-guide/aberrant-cellars-2015-confero-pinot-noir-willamette-valley/
7401,Schultz 2014 Freedom Stand Sure Vineyard Pinot Noir (Eola-Amity Hills),Schultz,WILLAMETTE VALLEY,Eola-Amity Hills,2014,89,29,"Strawberry fruit defines this open, broad-flavored wine. The palate is smooth in ...",https://www.winemag.com/buying-guide/schultz-2014-freedom-stand-sure-vineyard-pinot-noir-eola-amity-hills/
7402,Chehalem 2015 Wind Ridge Block Riesling (Ribbon Ridge),Chehalem,WILLAMETTE VALLEY,Ribbon Ridge,2015,93,29,"A superstar in this new vintage, this wonderfully concentrated and well-delineated wine ...",https://www.winemag.com/buying-guide/chehalem-2015-wind-ridge-block-riesling-ribbon-ridge/
7403,Chehalem 2015 Corral Creek Vineyards Riesling (Chehalem Mountains),Chehalem,WILLAMETTE VALLEY,Chehalem Mountains,2015,92,29,"The slightly off-dry profile (12g/L residual sugar) perfectly complements the ultraripe, deeply ...",https://www.winemag.com/buying-guide/chehalem-2015-corral-creek-vineyards-riesling-chehalem-mountains/
7404,Reustle 2015 Winemaker's Reserve Grüner Veltliner (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2015,91,29,"This reserve bottling, done entirely in stainless, brings extra weight and depth, ...",https://www.winemag.com/buying-guide/reustle-2015-winemakers-reserve-gruner-veltliner-umpqua-valley/
7405,Reustle 2015 Dolium Grüner Veltliner (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2015,90,29,"Fermented in a concrete egg, this is a texture-based style with subtle ...",https://www.winemag.com/buying-guide/reustle-2015-dolium-gruner-veltliner-umpqua-valley/
7406,Chehalem 2015 Three Vineyard Pinot Noir (Willamette Valley),Chehalem,WILLAMETTE VALLEY,Willamette Valley,2015,89,29,All estate-grown grapes go into this early release. Juicy cranberry and raspberry ...,https://www.winemag.com/buying-guide/chehalem-2015-three-vineyard-pinot-noir-willamette-valley/
7407,Sweet Cheeks 2015 Pinot Noir (Willamette Valley),Sweet Cheeks,WILLAMETTE VALLEY,Willamette Valley,2015,86,29,"Maybe released just a little too soon, this cuts off its tart ...",https://www.winemag.com/buying-guide/sweet-cheeks-2015-pinot-noir-willamette-valley/
7408,South Stage 2012 Cabernet Franc (Rogue Valley),South Stage,SOUTHERN OREGON,Rogue Valley,2012,85,29,Cab Franc is often a high point in lineups of red wines ...,https://www.winemag.com/buying-guide/south-stage-2012-cabernet-franc-rogue-valley/
7409,Quady North 2013 Mae's Vineyard Syrah (Applegate Valley),Quady North,SOUTHERN OREGON,Applegate Valley,2013,91,29,"Not to be confused with the Mae's “Flagship” bottling, which is a ...",https://www.winemag.com/buying-guide/quady-north-2013-maes-vineyard-syrah-applegate-valley/
7410,Quady North 2013 Serenade Vineyard Syrah (Rogue Valley),Quady North,SOUTHERN OREGON,Rogue Valley,2013,90,29,"One of a trio of very limited, single-vineyard Quady North Syrahs, this ...",https://www.winemag.com/buying-guide/quady-north-2013-serenade-vineyard-syrah-rogue-valley/
7411,Joleté 2015 Pinot Noir (Willamette Valley),Joleté,WILLAMETTE VALLEY,Willamette Valley,2015,90,29,Winemaker Tom Mortimer also produces the outstanding Aubichon wines; this is his ...,https://www.winemag.com/buying-guide/jolete-2015-pinot-noir-willamette-valley/
7412,Quady North 2013 Steelhead Run Vineyard Syrah (Applegate Valley),Quady North,SOUTHERN OREGON,Applegate Valley,2013,89,29,"Cofermented with a splash of Viognier, this was aged in one-third new ...",https://www.winemag.com/buying-guide/quady-north-2013-steelhead-run-vineyard-syrah-applegate-valley/
7413,Anam Cara 2014 Nicholas Reserve Estate Chardonnay (Chehalem Mountains),Anam Cara,WILLAMETTE VALLEY,Chehalem Mountains,2014,88,29,"Fermented in a mix of stainless and neutral oak, this modestly ripened ...",https://www.winemag.com/buying-guide/anam-cara-2014-nicholas-reserve-estate-chardonnay-chehalem-mountains/
7414,Aberrant Cellars 2014 Confero Pinot Noir (Willamette Valley),Aberrant Cellars,WILLAMETTE VALLEY,Willamette Valley,2014,92,29,"Comprised of multiple clones from five different vineyards, this exceptional value includes ...",https://www.winemag.com/buying-guide/aberrant-cellars-2014-confero-pinot-noir-willamette-valley/
7415,Abacela 2013 Barrel Select Syrah (Umpqua Valley),Abacela,SOUTHERN OREGON,Umpqua Valley,2013,89,29,"Spicy and aromatic, this displays an aggressive streak of vanilla extract, perhaps ...",https://www.winemag.com/buying-guide/abacela-2013-barrel-select-syrah-umpqua-valley/
7416,Abacela 2014 Barrel Select Garnacha (Umpqua Valley),Abacela,SOUTHERN OREGON,Umpqua Valley,2014,89,29,"The minerality jumps out here, in both the aroma and the palate ...",https://www.winemag.com/buying-guide/abacela-2014-barrel-select-garnacha-umpqua-valley/
7417,2Hawk 2014 Tempranillo (Southern Oregon),2Hawk,SOUTHERN OREGON,Southern Oregon,2014,86,29,"From purchased (non-estate) grapes, this shows strong scents and flavors of raw ...",https://www.winemag.com/buying-guide/2hawk-2014-tempranillo-southern-oregon/
7418,Troon 2013 Malbec (Rogue Valley),Troon,SOUTHERN OREGON,Rogue Valley,2013,91,29,"So dark the wine stains the glass the instant it's poured, this ...",https://www.winemag.com/buying-guide/troon-2013-malbec-rogue-valley/
7419,King Estate 2015 Domaine Pinot Gris (Willamette Valley),King Estate,WILLAMETTE VALLEY,Willamette Valley,2015,91,29,"Now entitled to use the expanded Willamette Valley AVA, this estate-grown wine ...",https://www.winemag.com/buying-guide/king-estate-2015-domaine-pinot-gris-willamette-valley/
7420,Chehalem 2015 Three Vineyard Riesling (Willamette Valley),Chehalem,WILLAMETTE VALLEY,Willamette Valley,2015,90,29,"With its off-dry tango of sweet, tart and mineral components, this is ...",https://www.winemag.com/buying-guide/chehalem-2015-three-vineyard-riesling-willamette-valley/
7421,Troon 2013 Estate Tannat (Applegate Valley),Troon,SOUTHERN OREGON,Applegate Valley,2013,89,29,"Tannat is a rarity anywhere in the USA, but especially in Oregon. ...",https://www.winemag.com/buying-guide/troon-2013-estate-tannat-applegate-valley-247634/
7422,Winter's Hill 2015 Reserve Pinot Gris (Dundee Hills),Winter's Hill,WILLAMETTE VALLEY,Dundee Hills,2015,89,29,"Ripe and creamy, this reserve cuvée is 100% varietal. It mixes plump ...",https://www.winemag.com/buying-guide/winters-hill-2015-reserve-pinot-gris-dundee-hills/
7423,Winter's Hill 2015 Reserve Pinot Gris (Dundee Hills),Winter's Hill,WILLAMETTE VALLEY,Dundee Hills,2015,89,29,"Ripe and creamy, this reserve cuvée is 100% varietal. It mixes plump ...",https://www.winemag.com/buying-guide/winters-hill-2015-reserve-pinot-gris-dundee-hills/
7424,Chehalem 2014 Corral Creek Vineyards Riesling (Chehalem Mountains),Chehalem,WILLAMETTE VALLEY,Chehalem Mountains,2014,88,29,Just a touch of residual sugar (11 g/L) softens up the edges ...,https://www.winemag.com/buying-guide/chehalem-2014-corral-creek-vineyards-riesling-chehalem-mountains/
7425,Winter's Hill 2015 Reserve Pinot Blanc (Dundee Hills),Winter's Hill,WILLAMETTE VALLEY,Dundee Hills,2015,88,29,"This tasty, lightly toasty wine is 100% varietal, with fruit approaching plumpness ...",https://www.winemag.com/buying-guide/winters-hill-2015-reserve-pinot-blanc-dundee-hills/
7426,Chehalem 2015 Stoller Vineyards Pinot Blanc (Dundee Hills),Chehalem,WILLAMETTE VALLEY,Dundee Hills,2015,87,29,"This is a pleasant white wine, albeit rather generic, as Pinot Blanc ...",https://www.winemag.com/buying-guide/chehalem-2015-stoller-vineyards-pinot-blanc-dundee-hills/
7427,Besadien 2014 Pinot Noir (Willamette Valley),Besadien,WILLAMETTE VALLEY,Willamette Valley,2014,85,29,"Produced by John Grochau (Grochau Cellars), this is stubbornly shut down, with ...",https://www.winemag.com/buying-guide/besadien-2014-pinot-noir-willamette-valley/
7428,Chehalem 2014 Wind Ridge Block Riesling (Ribbon Ridge),Chehalem,WILLAMETTE VALLEY,Ribbon Ridge,2014,85,29,"Oddly, among a nice selection of Chehalem Rieslings, this seems disjointed, with ...",https://www.winemag.com/buying-guide/chehalem-2014-wind-ridge-block-riesling-ribbon-ridge/
7429,DanCin 2015 Mélange Chardonnay (Southern Oregon),DanCin,SOUTHERN OREGON,Southern Oregon,2015,92,29,"The name references the mix of fermentation techniques—40% neutral oak, 40% stainless ...",https://www.winemag.com/buying-guide/dancin-2015-melange-chardonnay-southern-oregon/
7430,DanCin 2015 Capriccio Chardonnay (Southern Oregon),DanCin,SOUTHERN OREGON,Southern Oregon,2015,91,29,"This lush wine, green/gold in hue, offers mouth-coating flavors with richness and ...",https://www.winemag.com/buying-guide/dancin-2015-capriccio-chardonnay-southern-oregon/
7431,Lundeen NV Brut Blanc de Noirs Sparkling (Willamette Valley),Lundeen,WILLAMETTE VALLEY,Willamette Valley,NV,91,29,"Made in the traditional method, this is a blend of base wines ...",https://www.winemag.com/buying-guide/lundeen-nv-brut-blanc-de-noirs-sparkling-willamette-valley/
7432,Goodfellow 2013 Durant Vineyard Chardonnay (Dundee Hills),Goodfellow,WILLAMETTE VALLEY,Dundee Hills,2013,91,29,"This rich, mouth-coating effort marries Meyer lemon, pink grapefruit and white peach ...",https://www.winemag.com/buying-guide/goodfellow-2013-durant-vineyard-chardonnay-dundee-hills/
7433,DanCin 2015 Chaîné Chardonnay (Southern Oregon),DanCin,SOUTHERN OREGON,Southern Oregon,2015,90,29,This sleek clonal blend spent five months in neutral oak. Skin flavors ...,https://www.winemag.com/buying-guide/dancin-2015-chaine-chardonnay-southern-oregon/
7434,Jaxon 2013 Tempranillo (Rogue Valley),Jaxon,SOUTHERN OREGON,Rogue Valley,2013,88,29,"This is a lightly ripened wine, but balanced and styled along the ...",https://www.winemag.com/buying-guide/jaxon-2013-tempranillo-rogue-valley/
7435,Björnson 2014 Pinot Noir (Eola-Amity Hills),Björnson,WILLAMETTE VALLEY,Eola-Amity Hills,2014,88,29,"Estate-grown, though it is not indicated on the label, this matches black ...",https://www.winemag.com/buying-guide/bjornson-2014-pinot-noir-eola-amity-hills/
7436,Quady North 2012 Steelhead Run Vineyard Syrah (Applegate Valley),Quady North,SOUTHERN OREGON,Applegate Valley,2012,87,29,Steely cranberries and earthy tannins control the palate here. As the wine ...,https://www.winemag.com/buying-guide/quady-north-2012-steelhead-run-vineyard-syrah-applegate-valley/
7437,Raylee 2014 Finnegan Hill Vineyard Pinot Noir (Chehalem Mountains),Raylee,WILLAMETTE VALLEY,Chehalem Mountains,2014,87,29,"Forward and bright, with spicy berry fruit, this carries plenty of citrus ...",https://www.winemag.com/buying-guide/raylee-2014-finnegan-hill-vineyard-pinot-noir-chehalem-mountains/
7438,Reustle 2014 Winemaker's Reserve Grüner Veltliner (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2014,90,29,"Much like its companion from the Revelation & Sorek Bloc, this offers ...",https://www.winemag.com/buying-guide/reustle-2014-winemakers-reserve-gruner-veltliner-umpqua-valley/
7439,Elk Cove 2014 Pinot Noir (Willamette Valley),Elk Cove,WILLAMETTE VALLEY,Willamette Valley,2014,88,29,"Young and fresh, Elk Cove's entry-level Willamette Valley Pinot is a well-made, ...",https://www.winemag.com/buying-guide/elk-cove-2014-pinot-noir-willamette-valley/
7440,Reustle 2014 Timnah Bloc Tempranillo (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2014,85,29,Whether it's the winery's intent or not it is the flavor of ...,https://www.winemag.com/buying-guide/reustle-2014-timnah-bloc-tempranillo-umpqua-valley/
7441,Kriselle 2013 Cabernet Franc (Rogue Valley),Kriselle,SOUTHERN OREGON,Rogue Valley,2013,84,29,"Tannic and chewy, this is dominated by flavors of char and espresso. ...",https://www.winemag.com/buying-guide/kriselle-2013-cabernet-franc-rogue-valley/
7442,Abacela 2012 Barrel Select Syrah (Umpqua Valley),Abacela,SOUTHERN OREGON,Umpqua Valley,2012,92,29,"This terrific wine is classically varietal, with beautifully defined flavors of cured ...",https://www.winemag.com/buying-guide/abacela-2012-barrel-select-syrah-umpqua-valley/
7443,Abacela 2013 Barrel Select Garnacha (Umpqua Valley),Abacela,SOUTHERN OREGON,Umpqua Valley,2013,88,29,Spicy plum and cherry fruit is highlighted with a sprinkle of nutmeg. ...,https://www.winemag.com/buying-guide/abacela-2013-barrel-select-garnacha-umpqua-valley/
7444,Joleté 2014 Cuvée Select Pinot Noir (Willamette Valley),Joleté,WILLAMETTE VALLEY,Willamette Valley,2014,88,29,"Good and spicy, this well-structured effort shows some lightly ripened flavors of ...",https://www.winemag.com/buying-guide/jolete-2014-cuvee-select-pinot-noir-willamette-valley/
7445,Ledger David 2013 Cabernet Franc (Rogue Valley),Ledger David,SOUTHERN OREGON,Rogue Valley,2013,87,29,This pure Cabernet Franc was barrel-aged for 21 months in 30% new ...,https://www.winemag.com/buying-guide/ledger-david-2013-cabernet-franc-rogue-valley/
7446,King Estate 2014 Domaine Pinot Gris (Oregon),King Estate,OREGON OTHER,Oregon,2014,91,29,"Excellent concentration impresses here, with a full-throttle mix of citrus, apple, pear ...",https://www.winemag.com/buying-guide/king-estate-2014-domaine-pinot-grigio-gris-gris-other/
7447,Noble Estate 2012 Reserve Pinot Noir (Willamette Valley),Noble Estate,WILLAMETTE VALLEY,Willamette Valley,2012,89,29,"Substantial and authoritative, this ripe and tannic wine turns quickly to the ...",https://www.winemag.com/buying-guide/noble-estate-2012-reserve-pinot-noir-willamette-valley/
7448,Winter's Hill 2014 Reserve Pinot Gris (Dundee Hills),Winter's Hill,WILLAMETTE VALLEY,Dundee Hills,2014,88,29,"Like the companion reserve Pinot Blanc, this first-ever effort was barrel fermented ...",https://www.winemag.com/buying-guide/winters-hill-2014-reserve-pinot-grigio-gris-gris-willamette-valley-dundee-hills/
7449,Winter's Hill 2014 Reserve Pinot Blanc (Dundee Hills),Winter's Hill,WILLAMETTE VALLEY,Dundee Hills,2014,87,29,"Fermented in French oak, this sleek and tart take on Pinot Blanc ...",https://www.winemag.com/buying-guide/winters-hill-2014-reserve-pinot-blanc-willamette-valley-dundee-hills/
7450,Ardiri 2012 Pinot Noir (California),Ardiri,CALIFORNIA OTHER,California,2012,85,29,"Made by an Oregon winery from Carneros region grapes, this wine tastes ...",https://www.winemag.com/buying-guide/ardiri-winery-2012-pinot-noir-other/
7451,Quady North 2011 Steelhead Run Vineyard Syrah (Applegate Valley),Quady North,SOUTHERN OREGON,Applegate Valley,2011,92,29,"Sourced from a cool site in this southern Oregon AVA, this compelling ...",https://www.winemag.com/buying-guide/quady-north-2011-steelhead-run-vineyard-shiraz-syrah-syrah-southern-applegate-valley/
7452,Delfino 2011 Tempranillo (Umpqua Valley),Delfino,SOUTHERN OREGON,Umpqua Valley,2011,89,29,"There's a tawny edge to this wine, suggesting that it's quickly maturing ...",https://www.winemag.com/buying-guide/delfino-2011-tempranillo-southern-umpqua-valley/
7453,DanCin 2013 Chassé Chardonnay (Dundee Hills),DanCin,WILLAMETTE VALLEY,Dundee Hills,2013,94,29,"This splendid effort is sourced from the Durant Vineyard, and aged in ...",https://www.winemag.com/buying-guide/dancin-2013-chasse-chardonnay-willamette-valley-dundee-hills/
7454,Irvine Family Vineyards 2013 Chardonnay (Oregon),Irvine Family Vineyards,OREGON OTHER,Oregon,2013,93,29,"This wine explodes with a glorious mix of buttered nuts, toast, ripe ...",https://www.winemag.com/buying-guide/irvine-family-2013-chardonnay-other/
7455,DanCin 2013 Chaîné Chardonnay (Southern Oregon),DanCin,SOUTHERN OREGON,Southern Oregon,2013,93,29,"Ripe and luscious, this coats the mouth with a mélange of juicy ...",https://www.winemag.com/buying-guide/dancin-2013-chaine-chardonnay-southern/
7456,Matello 2012 Durant Vineyard Chardonnay (Dundee Hills),Matello,WILLAMETTE VALLEY,Dundee Hills,2012,93,29,"This is a lovely wine, with flavors both rich and racy—cool minerality ...",https://www.winemag.com/buying-guide/matello-2012-durant-vineyard-chardonnay-willamette-valley-dundee-hills/
7457,DanCin 2013 Assemblage Chardonnay (Oregon),DanCin,OREGON OTHER,Oregon,2013,89,29,"This cuvée blends grapes from both Southern Oregon and the Willamette Valley, ...",https://www.winemag.com/buying-guide/dancin-2013-assemblage-chardonnay-other/
7458,J. Christopher 2012 Unfiltered Pinot Noir (Willamette Valley),J. Christopher,WILLAMETTE VALLEY,Willamette Valley,2012,91,29,To call it entry level does not do justice to the quality ...,https://www.winemag.com/buying-guide/j-christopher-2012-unfiltered-pinot-noir-willamette-valley/
7459,J. Scott Cellars 2013 Grenache (Rogue Valley),J. Scott Cellars,SOUTHERN OREGON,Rogue Valley,2013,90,29,"Juicy and ripe, this bursts open with a flavorful mix of brambly ...",https://www.winemag.com/buying-guide/j-scott-cellars-2013-grenache-southern-rogue-valley/
7460,Reustle 2013 Winemaker's Reserve Grüner Veltliner (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2013,87,29,What differentiates this from the winery's other Grüner is hard to say. ...,https://www.winemag.com/buying-guide/reustle-2013-winemakers-reserve-gruner-veltliner-southern-umpqua-valley/
7461,Reustle 2013 Timnah Bloc Tempranillo (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2013,84,29,The oak aging—10 months in a mix of French and American—is what ...,https://www.winemag.com/buying-guide/reustle-2013-timnah-bloc-tempranillo-southern-umpqua-valley/
7462,Reustle 2013 Côt et Merlau Merlot-Malbec (Umpqua Valley),Reustle,SOUTHERN OREGON,Umpqua Valley,2013,84,29,"A 50/50 blend of Merlot and Malbec, this is soft, tannic and ...",https://www.winemag.com/buying-guide/reustle-2013-cot-merlau-bordeaux-style-red-blend-merlot-malbec-southern-umpqua-valley/
7463,Benton-Lane 2012 Chardonnay (Willamette Valley),Benton-Lane,WILLAMETTE VALLEY,Willamette Valley,2012,89,29,"This is done in the old school style—barrel fermented, full malolactic, and ...",https://www.winemag.com/buying-guide/benton-lane-2012-chardonnay-willamette-valley/
7464,Benton-Lane 2012 Estate Grown Pinot Noir (Willamette Valley),Benton-Lane,WILLAMETTE VALLEY,Willamette Valley,2012,87,29,"Sleek and stiff, this has an earthy style, with highlights of stem ...",https://www.winemag.com/buying-guide/benton-lane-2012-estate-grown-pinot-noir-willamette-valley/
